MAQ0464AU,Arrowstreet Global Equity Fund,Arrowstreet Global Equity Fund,Arrowstreet Global Equity,Arrowstreet Global Equity Fund,Macquarie Arrowstreet Global Equity,Arrowstreet Global Equity
IOF0047AU,Janus Henderson Conservative Fixed Interest Fund,Janus Henderson Cnsrv Fxd Intst,,,Janus Henderson Conservative Fixed Interest Fund,
INT0042AU,Morningstar High Growth Real Return Fund - Class A,Morningstar High Growth Real Return A,,,,Morningstar High Growth Rl Ret Fd - Cl A
ETL0032AU,abrdn Emerging Markets Equity Fund,abrdn Emerging Markets Equity A Inc AUD,,Aberdeen Emerging Opportunities Fund,Aberdeen Emerging Opportunities,Aberdeen Std Emerging Opports Fd
SSB8320AU,Western Asset Global Bond Fund - Class A,Western Asset Global Bond A,Legg Mason Western Asset Global Bond A,,Western Asset Global Bond,Western Asset Global Bond A
IOF0145AU,Janus Henderson Tactical Income Fund,Janus Henderson Tactical Income,Janus Henderson Tactical Income,Perennial Value Shares for Income,Janus Henderson Tactical Income,Janus Henderson Tactical Income
MAQ0830AU,Macquarie Hedged Index Global Real Estate Securities Fund,Macquarie Hedged Index Glb Real Est Secs,,Macquarie Hedged Index Glb Real Est Secs,Macquarie Hedged Index Global Real Estate Securities,
AMP0255AU,Nomura Australian Listed Real Estate Fund - Class A Units,Nomura Australian Listed Real EstateA,,AMP Capital Listed Property Fund,AMP Capital Listed Property Trusts,
SBC0819AU,UBS International Bond Fund,UBS International Bond Fund,,UBS International Bond Fund,,
ETL8457AU,GQG Partners Global Quality Value Fund,GQG Partners Global Quality Value Fund,,,,
MAQ8493AU,Arrowstreet Global Small Companies No. 2 Fund - Class I Units,Arrowstreet Global Small Coms No.2 I,,,,Arrowstreet Global Small Coms No.2 I
BLK0012AU,BlackRock High Conviction Australian Equity Fund,BlackRock High Conviction Australian Eq,,,BlackRock Concentrated Industrial,BlackRock High Conviction Australian Equity Fund
VAN2989AU,Vanguard Ethically Conscious Global Aggregate Bond Index Fund (Hedged) - AUD Hedged,Vanguard Etclly Cons Glb Agg Bd IdxHAUDH,Vanguard Etclly Cons Glb Agg Bd IdxHAUDH,,Vanguard Ethically Conscious Global Agg Bond Ind (Hedged) ,
PLA0003AU,Platinum Japan Fund (C Class),Platinum Japan,Platinum Japan Fund,Platinum Japan Fund,Platinum Japan,Platinum Japan
PLA2445AU,Platinum Japan Fund (P Class),Platinum Japan P,,,Platinum Japan Fund Class P,
WHT3810AU,Firetrail Australian High Conviction Fund,Firetrail Australian High Conviction,,Firetrail Australian High Conviction Fund,Firetrail Australian High Conviction,Firetrail Australian High Conviction
WFS0377AU,Pendal Short Term Income Securities Fund,Pendal Short Term Income Securities Fd,Pendal Short Term Income Securities Fund,,BT Wholesale Enhanced Cash,Pendal Short Term Income Securities Fund
MAQ0061AU,Macquarie Australian Fixed Interest Fund,Macquarie Australian Fixed Interest,Macquarie Australian Fixed Interest,Macquarie  Australian Fixed Interest Fund,Macquarie Australian Fixed Interest,
JBW0052AU,Yarra Ex-20 Australian Equities Fund,Yarra Ex-20 Australian Equities Fund,,,,
BGL0108AU,iShares Australian Listed Property Index Fund,iShares Australian Listed Property Index,,BlackRock Indexed Aus Listed Property,iShares Australian Listed Property Index,iShares Australian Listed Property Index
IML0002AU,Investors Mutual Australian Share Fund,Investors Mutual WS Australian Share,Investors Mutual WS Australian Share,Investors Mutual Australian Share Fund,IML Australian Share,Investors Mutual WS Australian Share
PIM2344AU,FIRST SENTIER AUSTRALIAN SMALL COMPANIES LONG SHORT OPPORTUNITIES FUND,First Sentier AUS Sm Coms L/S Opps,,,,First Sentier AUS Sm Coms L/S Opps
FID0010AU,Fidelity Asia Fund,Fidelity Asia,Fidelity Asia Fund,Fidelity Asia Fund,Fidelity Asia,Fidelity Asia
INT0017AU,Morningstar International Shares (Unhedged) Fund (Z),Morningstar International Shares Unhdg Z,,,,Morningstar International Shares Unhdg Z
INT0052AU,Morningstar International Shares (Unhedged) Fund Class A,Morningstar International Shares Unhdg A,,,Morningstar International Shares Unhedged,
RFA0813AU,Pendal Fixed Interest Fund,Pendal Fixed Interest,Pendal Fixed Interest,,Pendal Fixed Interest,Pendal Fixed Interest
WHT7794AU,Firetrail S3 Global Opportunities Fund – Active ETF,Firetrail S3 Global Opportunities A,,Firetrail S3 Global Opportunities Fund (Managed Fund),,Firetrail S3 Global Opportunities A
HOW0035AU,Greencape High Conviction Fund,Greencape High Conviction,Greencape High Conviction,Greencape Wholesale High Conviction Fund,Greencape High Conviction,Greencape High Conviction
ETL0068AU,EQT Flagship Fund,EQT Flagship Common No 2,,EQT Flagship Fund,,
ETL5146AU,EQT Flagship Fund - Wholesale Class,EQT Flagship Fund - Wholesale Class,,EQT Wholesale Flagship Fund,,
ETL0103AU,EQT Tax Aware Diversified Fund,EQT Tax Aware Diversified,,,,
MAQ0651AU,Walter Scott Emerging Markets Fund,Walter Scott Emerging Markets Fund,Walter Scott Emerging Markets,,,
AUS0071AU,AUSTRALIAN ETHICAL ALTIUS SHORT DURATION BOND FUND,Altius Short Duration Bond Fund,,Altius Sustainable Bond Fund,Altius Sustainable Bond Fund,
SBC0813AU,UBS Australian Bond Fund,UBS Australian Bond Fund,,UBS Australian Bond Fund,UBS Australian Bond Fund                                  ,UBS Australian Bond Fund
ETL0201AU,ClearBridge Emerging Markets Fund Class A,ClearBridge Emerging Markets A,,,Legg Mason Martin Currie Emerging Mkts,Legg Mason Martin Currie Emerging Markets Fund - Class A
MLC0397AU,MLC MultiActive High Growth,MLC MultiActive High Growth,,,,MLC Wholesale Horizon 6 - Share
WHT0012AU,Solaris Core Australian Equity Fund Class B,Solaris Core Australian Eq B,,,Solaris Core Australian Equity Retail Fund,
SOL0001AU,Solaris Core Australian Equity Fund (Performance alignment - Class D),Solaris Core Australian Eq Perf Algmnt D,,Solaris Core Australian Equity Fund (Performance alignment - Class D),Solaris Core Australian Equity Class D,Solaris Core Australian Equity PA
WHT2589AU,Solaris Australian Equity Income Fund,Solaris Australian Equity Income,,,Solaris Australian Equity Income Fund,
VAN0020AU,Vanguard Cash Reserve Fund,Vanguard Cash Reserve,Vanguard Cash Reserve,,Vanguard Cash Reserve,
SCH0030AU,Schroder Global Value Fund - Wholesale Class,Schroder Global Value Fund - WC,,Schroder Global Value Fund,,Schroder Global Value Fund - WC
BTA0507AU,Pendal Sustainable Australian Fixed Interest Fund - Class R,Pendal Sustainable Aust Fixed Interest,Pendal Sustainable Australian Fixed Interest Fund,,Pendal Sustainable Aust Fixed Interest,Pendal Sustainable Australian Fixed Income Fund
ETL0421AU,EQT Diversified Fixed Income Fund (Institutional Class),EQT Diversified Fixed Income Instl,,EQT Diversified Fixed Income Fund (Institutional Class),,
FSF0975AU,RQI Global Value Hedged - Class A,RQI Global Value-Hgd - Class A,,Realindex Global Share Hedged-Class A,,RQI Global Value - Hedged - Class A
FSF1416AU,CFS Enhanced Index Balanced Fund - Class A,CFS Enhanced Index Balanced-Class A,,,,
FID0023AU,Fidelity Research Global Equities Fund,Fidelity Research Global Equities,,,Fidelity Global Demographics,
VAN0102AU,Vanguard Short Term Fixed Interest Fund,Vanguard Short Term Fixed Interest,Vanguard Cash Plus,Vanguard Cash Plus Fund ,Vanguard Short Term Fixed Interest,
PER7512AU,JPMorgan Global Select Equity Fund - Class A (Hedged) Units,JPMorgan Global Select Eq (Hdg) A,,,,JPMorgan Global Select Eq (Hdg) A
PER9997AU,JPMorgan Global Select Equity Fund - Class A Units,JPMorgan Global Select Equity A,,JPMorgan Global Select Equity Fund - Class A Units,JPMorgan Global Select Equity Fund - Class A Units,JPMorgan Global Select Equity A
SCH0101AU,Schroder Wholesale Australian Equity Fund - Wholesale Class,Schroder WS Australian Equity Fund - WC,Schroder WS Australian Equity Fund - WC,Schroder Wholesale Australian Equity Fund,Schroder Wholesale Australian Equity,Schroder WS Australian Equity Fund - WC
SCH0002AU,Schroder Australian Equity Fund Professional Class,Schroder Australian Equity Fund - PC,,,Schroder Australian Equity,
ETL6978AU,Milford Dynamic Small Companies Fund,Milford Dynamic Small Companies Fund,,,Milford Dynamic Fund,
FID0007AU,Fidelity Global Equities Fund,Fidelity Global Equities,,,Fidelity Global Equities,
PIM3425AU,First Sentier Cash Fund,First Sentier Cash A,,,First Sentier Cash,FSI Cash Fund
ETL3065AU,Colchester Emerging Markets Bond Fund - Class I,Colchester Emerging Markets Bond Fund I,,,Colchester Emerging Markets Bond,Colchester Emerging Markets Bond Fund I
GSF0001AU,Epoch Global Equity Shareholder Yield (Hedged) Fund,Epoch Gbl Eq Shldr Yld Fd Hgd,,Grant Samuel Epoch Gbl Eq Shldr Yld Hgd,Epoch Global Equity Shareholder Yield Hedged,Epoch Gbl Eq Shldr Yld Fd Hgd
PER0556AU,Perpetual Diversified Real Return Fund - Class W,Perpetual Diversified Real Return W,,,Perpetual Diversified Real Return,
VAN8175AU,Vanguard Ethically Conscious International Shares Index Fund,Vanguard Ethically Cons Intl Shrs Idx,Vanguard Ethically Cons Intl Shrs Idx,,Vanguard Ethically Conscious International Shares Index,Vanguard Ethically Cons Intl Shrs Idx
PER0063AU,Perpetual Balanced Growth Fund,Perpetual Balanced Growth,Perpetual Balanced Growth,,,Perpetual Wholesale Balanced Growth
PER0077AU,Perpetual Conservative Growth Fund,Perpetual Conservative Growth,,,,Perpetual Wholesale Conservative Growth
MLC0669AU,MLC Wholesale Horizon 1 Bond Portfolio,MLC Wholesale Horizon 1 - Bond,,,,MLC Wholesale Horizon 1 - Bond
TYN0104AU,Yarra Australian Bond Fund,Yarra Australian Bond Fund,Yarra Australian Bond Fund,Nikko AM Australian Bond,,Yarra Australian Bond Fund
MLC7849AU,MLC Index Plus Conservative,MLC Index Plus Conservative,,,,MLC Wholesale Index Plus Conservative Growth
MLC9748AU,MLC Index Plus Growth,MLC Index Plus Growth,,,,MLC Wholesale Index Plus Growth
JBW0103AU,Yarra Global Small Companies Fund,Yarra Global Small Companies Fund,,Yarra Global Small Companies Fund,,Yarra Global Small Companies Fund
MLC7387AU,MLC Index Plus Balanced,MLC Index Plus Balanced,,,,MLC Wholesale Index Plus Balanced
FSF0710AU,Acadian Global Equity,CFS FC-Acadian Global Equity,,,Acadian Wholesale Sustainable Global Equity Fund,
BLK6723AU,BlackRock Australian Alpha Tilts Fund (Class S Units),BlackRock Australian Alpha Tilts S,BlackRock Australian Alpha Tilts S,,,
VAN9309AU,Vanguard Global Aggregate Bond Index Fund (Hedged),Vanguard Global Agg Bd Indx Fd (Hdg),,,Vanguard Global Aggregate Bond Index Fund (Hedged),Vanguard Global Agg Bd Indx Fd (Hdg)
VAN0042AU,Vanguard Diversified Bond Index Fund,Vanguard Diversified Bond Index,Vanguard Index Diversified Bond Fund WS,,Vanguard Wholesale Diversified Bond Index,Vanguard Diversified Bond Index
FSF7298AU,MetLife Global Bond Fund - Class A,MetLife Global Bond - Class A,,,CFS Affirmative Global Bond,Affirmative Global Bond Fund - Class A
SCH0003AU,Schroder Global Core Fund - Wholesale Class,Schroder Global Core Fund - WC,Schroder Global Core Fund - Wholesale Class,,Schroder Sustainable Global Core Fund-WC,
BGL0044AU,iShares Hedged International Equity Index Fund (Class D),iShares Hedged International Equity Idx,iShares Hedged International Equity Idx,BlackRock Indexed Hedged International Equity Fund,iShares International Equity Index,iShares Hedged International Equity Idx
SSB0122AU,Western Asset Australian Bond Fund - Class A,Western Asset Aus Bd A,Legg Mason Western Asset Aus Bd A,,Legg Mason Western Asset Australian Bond,Legg Mason Western Asset Aus Bd A
SSB0057AU,Western Asset Australian Bond Fund - Class M,Western Asset Aus Bond Tr M,,,Western Asset Australian Bond,Western Asset Aus Bond Tr M
AUG0023AU,Australian Ethical Fixed Interest Fund (Wholesale),Australian Ethical Fixed Interest WS,Australian Ethical Fixed Interest Fund (Wholesale),,Australian Ethical Fixed Interest WS,Australian Ethical Fixed Interest WS
RFA0815AU,Pendal Active Balanced Fund,Pendal Active Balanced,,Pendal Active  Balanced Fund,BT Wholesale Active Balanced,
PER0715AU,JPMorgan Global Research Enhanced Index Equity Trust - Class A (Hedged) Units,JPMorgan Glb Rsrch Enh Idx Eq A(Hdg),,,JPMorgan Glb Rsrch Enh Idx Eq A(Hdg) Fund,JPMorgan Glb Rsrch Enh Idx Eq A(Hdg)
PER5355AU,JPMorgan Global Research Enhanced Index Equity Trust - Class A Units,JPMorgan Glb Rsrch Enh Idx Eq A,,,JPMorgan Global Research Enhanced Index Equity Trust - Class A Units,JPMorgan Glb Rsrch Enh Idx Eq A
ETL0561AU,Robeco Global Developed 3D Enhanced Index Equity Fund (AUD) - Class B,Robeco Glbl Dev 3D Enhncd Idx Eq (AUD) B,,,Robeco Global Developed Sustainable Enhanced Index Equity,
MAQ0288AU,Macquarie True Index Australian Shares Fund,Macquarie True Index Australian Shares,,Macquarie True Index Australian Shares,Macquarie True Index Australian Shares,
DAM5404AU,Ironbark Robeco Global Developed Enhanced Index Equity Fund Class H,Ironbark Robeco Glb Dev Enh Idx Eq H H,Ironbark Royal London Diversified Global Share Fund - Class H (Hedged),,Ironbark Royal London diversified Global Share Fund Class H,Ironbark Robeco Glb Dev Enh Idx Eq H H
DAM2442AU,Vanguard Australian Shares Index Fund,Ironbark Robeco Glb Dev Enh Idx Eq A UnH,Ironbark Royal London Diversified Global Share Fund - Class A (Unhedged),,Ironbark Royal London Core Glb Sh AUnh Fund,Ironbark Robeco Glb Dev Enh Idx Eq A UnH
ETL5785AU,Vanguard International Shares Index Fund,Hejaz Global Ethical,,Global Ethical Fund,Hejaz Global Ethical,
AUG0017AU,AUSTRALIAN ETHICAL BALANCED FUND - WHOLESALE,Australian Ethical Balanced WS,,Australian Ethical Balanced Fund,,Australian Ethical Balanced WS
AUG0020AU,AUSTRALIAN ETHICAL HIGH GROWTH FUND – WHOLESALE,Australian Ethical High Growth Class B,,Australian Ethical Advocacy Fund,,
CIM0006AU,Capital Group New Perspective Fund (AU),Capital Group New Perspective (AU),Capital Group New Perspective Fund (AU),Capital Group New Perspective Fund (AU),Capital Group New Perspective (AU),
CIM0008AU,Capital Group New Perspective Fund Hedged (AU),Capital Group New Perspective Hdg (AU),,Capital Group New Perspective Fund Hedged (AU),Capital Group New Perspective Hedged (AU),Capital Group New Perspective Hdg (AU)
PWA0822AU,BlackRock Tactical Growth Fund (Class D),BlackRock WS Tactical Growth,,BlackRock Wholesale Balanced Fund,BlackRock Tactical Growth,BlackRock Tactical Growth Fund
SLT2171AU,Nanuk New World Fund (Managed Fund),Nanuk New World,Nanuk New World,,Nanuk New World,
RFA0819AU,Pendal Smaller Companies Fund,Pendal Smaller Companies,Pendal Smaller Companies,Pendal Smaller Companies Fund,Pendal Smaller Companies,Pendal Smaller Companies
MGE0006AU,Magellan Infrastructure Fund (Unhedged),Magellan Infrastructure (Unhedged),Magellan Infrastructure (Unhedged),,Magellan Infrastructure Unhedged,Magellan Infrastructure (Unhedged)
ETL0071AU,T. Rowe Price Global Equity Fund – I Class,T. Rowe Price Global Equity I,T. Rowe Price Global Equity I,T. Rowe Price Global Equity Fund,T. Rowe Price Global Equity,T. Rowe Price Global Equity I
MGE0002AU,Magellan Infrastructure Fund,Magellan Infrastructure,Magellan Infrastructure,Magellan Infrastructure Fund,Magellan Infrastructure,Magellan Infrastructure
VAN0104AU,Vanguard Australian Shares High Yield Fund,Vanguard Australian Shares High Yield,Vanguard Australian Shares High Yield,Vanguard Australian Shares High Yield Fund,Vanguard Australian Shares High Yield,Vanguard Australian Shares High Yield
HOW0034AU,Greencape Broadcap Fund – Class A,Greencape Broadcap,Greencape Broadcap,Greencape WS Broadcap Fund,Greencape Broadcap,Greencape Broadcap
AAP3940AU,Ausbil Active Sustainable Equity Fund – Wholesale Class,Ausbil Active Sustainable Equity,Ausbil Active Sustainable Equity,,Ausbil Active Sustainable Equity,Ausbil Active Sustainable Equity
FID0008AU,Fidelity Australian Equities Fund,Fidelity Australian Equities,Fidelity Australian Equities,Fidelity  Australian Equities Fund,Fidelity Australian Equities,Fidelity Australian Equities
DFA0003AU,Dimensional Australian Core Equity Trust - Active ETF,Dimensional Australian Core Equity Trust,Dimensional Australian Core Equity Trust,Dimensional Australian Core Equity Trust,Dimensional Australian Core Equity Trust,
DFA0004AU,Dimensional Global Core Equity Trust (Unhedged Class) - Active ETF,Dimensional Global Core Equity Trust,Dimensional Global Core Equity Trust,Dimensional Global Core Equity Trust,Dimensional Global Core Equity Trust (Unhedged),
RFA0059AU,Pendal Focus Australian Share Fund,Pendal Focus Australian Share,Pendal Focus Australian Share,,Pendal Focus Australian Share Fund,Pendal Focus Australian Share Fund
DFA0009AU,Dimensional Global Core Equity Trust (AUD Hedged Class) - Active ETF,Dimensional Global Core Equity AUD Hgd,Dimensional Global Core Equity AUD Hgd,Dimensional Global Core Equity AUD Hgd,Dimensional Global Core Equity Trust (Hedged),
HOW0121AU,Alphinity Sustainable Share Fund – Class A,Alphinity Sustainable Share,Alphinity Sustainable Share,Alphinity Wholesale Socially Responsible Share Fund,Alphinity Sustainable Share Fund,Alphinity Sustainable Share
BTA0055AU,Pendal Australian Equity Fund,Pendal Australian Equity,Pendal Australian Equity,,,
WHT0061AU,Plato Global Shares Income Fund,Plato Global Shares Income A,Plato Global Shares Income A,Plato Global Shares Income Fund A,Plato Global Shares Income Fund A,
BTA0061AU,Pendal Property Securities Fund,Pendal Property Securities,Pendal Property Securities,,BT Wholesale Property Securities,Pendal Property Securities
DFA0105AU,Dimensional Global Large Company Trust,Dimensional Global Large Company Trust,Dimensional Global Large Company Trust,Dimensional Global Large Company Trust,Dimensional Global Large Company Trust,
DFA0106AU,Dimensional Global Small Company Trust - Active ETF ,Dimensional Global Small Company Trust,Dimensional Global Small Company Trust,Dimensional Global Small Companies Trust,Dimensional Global Small Company Trust,
DFA0103AU,Dimensional Australian Large Company Trust,Dimensional Aust Large Company Trust,Dimensional Aust Large Company Trust,Dimensional Aust Large Company Trust,Dimensional Australian Large Company Trust,
BGL0034AU,iShares Australian Equity Index Fund,iShares Australian Equity Index,iShares Australian Equity Index,BlackRock Indexed Australian Equity Fund,iShares Australian Equity Index,iShares Australian Equity Index
SSB0026AU,ClearBridge Real Income Fund - Class A,ClearBridge Real Income A,,,Legg Mason Martin Currie Real Income,Legg Mason Martin Currie Real Income A
FSF0016AU,First Sentier Concentrated Australian Share Fund (CFSIL),First Sentier Concentrated Aus Share,,Colonial Wholesale Concentrated Australian Share,,
FSF0002AU,First Sentier Australian Share Fund (CFSIL),First Sentier Australian Share,,,,
SLT0041AU,Insync Global Capital Aware Fund,Insync Global Capital Aware,,,Insync Global Capital Aware,
FSF0908AU,Generation Wholesale Global Share Fund,Generation Global Share,,Generation Wholesale Global Share Fund,,
DAM7739AU,Ironbark Apis Global Small Companies Fund,Ironbark Apis Global Small Companies,,,,
NRM0028AU,HF Australian Shares Fund,HF Australian Shares Fund,,,HF Australian Shares Fund,HF Australian Shares Fund
BFL3229AU,Skerryvore Global Emerging Markets All-Cap Equity Fund,Skerryvore Global Em Mkts All-Cap Eq,,,,Skerryvore Global Em Mkts All-Cap Eq
PER0048AU,Perpetual Smaller Companies Fund,Perpetual Smaller Companies,,Perpetual Wholesale Smaller Companies Fund,Perpetual Wholesale Smaller Companies,
SCH0035AU,Schroder Equity Opportunities Fund (Wholesale Class),Schroder Equity Opportunities Fund - WC,,,Schroder Equity Opportunities Fund,
GSF0002AU,Epoch Global Equity Shareholder Yield (Unhedged) Fund,Epoch Gbl Eq Shldr Yld Fd Uhgd,,Grant Samuel Epoch Global Equity Shareholder (UnHedged),Epoch Global Equity Shareholder Yield (Unhedged),Epoch Gbl Eq Shldr Yld Fd Uhgd
PAT0002AU,Ironbark Renaissance Australian Small Companies Fund,Ironbark Renaissance Australian Sm Comp,Ironbark Karara Australian Small Comp,,Ironbark Karara Australian Small Comp,
PLA0004AU,Platinum Asia Fund (C Class),Platinum Asia,Platinum Asia,Platinum Asia Fund,Platinum Asia,Platinum Asia
NRM0036AU,HF Infrastructure Fund,HF Infrastructure Fund,,,HF Infrastructure Fund,HF Infrastructure Fund
BTA0419AU,Pendal Global Emerging Markets Opportunities Fund,Pendal Global Emerging Mkts Oppes - WS,Pendal Global Emerging Markets Opportunities Fund,,Pendal Global Emerging Markets Opportunities-WS,Pendal Global Emerging Mkts Oppes - WS
CRM0008AU,Cromwell Phoenix Property Securities Fund,Cromwell Phoenix Property Securities,Cromwell Phoenix Property Securities Fund,,Cromwell Phoenix Property Securities,
IML0004AU,Investors Mutual All Industrials Share Fund,Investors Mutual All Industrials Share,Investors Mutual All Industrials Share,,IML Industrial Share,
BTA0313AU,Pendal MidCap Fund,Pendal MidCap,Pendal MidCap Fund,,Pendal MidCap,
HOW2217AU,Merlon Concentrated Australian Share Fund - Class A,Merlon Concentrated Australian Share A,Merlon Concentrated Share Fund,,Merlon Concentrated Australian Share,
MGL0004AU,Ironbark Brown Advisory Global Share Fund,Ironbark Brown Advisory Global Share,,Ironbark Royal London Concentrated Global Share Fund,Ironbark Royal London Concentrated Global Share,
MAQ7203AU,Macquarie Australian Emerging Companies Fund,Macquarie Australian Emerging Companies,,,Macquarie Australian Emerging Companies,
FSF0974AU,RQI Global Value - Class A,RQI Global Value-Class A,,,,Realindex Global Share Value-Class A
MAQ0635AU,Antipodes Asia Fund,Antipodes Asia Fund,,Premium Asia Fund,,Premium Asia
FID0031AU,Fidelity Global Emerging Markets Fund,Fidelity Global Emerging Markets,,,Fidelity Global Emerging Markets Fund,
DFA0101AU,Dimensional Australian Value Trust,Dimensional AUS Value Trust - Active ETF,Dimensional Australian Value Trust,Dimensional Australian Value Trust,Dimensional Australian Value Trust,
WHT7072AU,Langdon Global Smaller Companies Fund,Langdon Global Smaller Companies A,,,Langdon Global Smaller Companies A Fund,
WHT3219AU,Aikya Emerging Markets Opportunities Fund,Aikya Emerging Markets Opportunities I,,,,
WHT2409AU,Aikya Emerging Markets Opportunities Fund,Aikya Emerging Markets Opportunities,,,,
PCL0026AU,Pengana Harding Loevner International Fund (Fund) Class B,Pengana Harding Loevner International,,,Pengana Harding Loevner International,
CMI0111AU,First Sentier Australian Small Companies Fund,First Sentier Australian Small Companies,First Sentier Wholesale Australian Small Companies Fund,First Sentier Wholesale Australian Small Companies Fund ,,
IML0341AU,Loomis Sayles Global Equity Fund,Loomis Sayles Global Equity,,,,Loomis Sayles Global share Fund
FSF8443AU,FSSA Global Emerging Markets Focus Fund,FSSA Global Emerg Markets Focus Fund,,,,FSSA Global Emerg Markets Focus Fund
ETL0394AU,SGH LaSalle Concentrated Global Property Fund,SGH LaSalle Concentrated Global Property,,,SGH LaSalle Concentrated Global Property Fund,SGH LaSalle Concentrated Global Property
DFA0107AU,Dimensional Emerging Markets Value Trust,Dimensional Emerging Markets Value Trust,Dimensional Emerging Markets Trust,Dimensional Emerging Markets,Dimensional Emerging Markets Trust,
FSF1101AU,RQI Emerging Markets Value - Class A,RQI Emerging Markets Value-Class A,,,,RQI Emerging Markets Value - Class A
MPL0006AU,Maple-Brown Abbott Global Listed Infrastructure Fund,Maple-Brown Abbott Global Listed Infras,Maple-Brown Abbott Global Listed Infrastructure Fund,,Maple-Brown Abbott Global Listed Infrastructure,
PCL0005AU,Pengana Australian Equites Fund (Fund) ,Pengana Australian Equities Class A,,Pengana  Australian Equities Fund,Pengana Australian Equities,Pengana Australian Equities Class A
ETL0483AU,Pzena Emerging Markets Value Fund (Wholesale),Pzena Emerging Markets Value Wholesale,,,,
FSF8777AU,First Sentier Australian MidCap Fund,First Sentier Australian MidCap Fd,,,,First Sentier Australian MidCap Fd
FHT3726AU,Montgomery Small Companies Fund,Montgomery Small Companies,,,Montgomery Small Companies,
FSF0978AU,RQI Australian Small Cap Value - Class A,RQI Australian Small Cap Value A,,,Realindex Aus Small Co Value-Class A Fund,RQI Australian Small Cap Value - Class A
ARO0006AU,BNP Paribas C WorldWide Global Equity Trust,BNP Paribas C WorldWide Global Eq Trust,BNP Paribas C Worldwide Global Equity Trust,,Carnegie WorldWide Equity Trust                           ,
ZUR0617AU,Zurich Investments Concentrated Global Growth Fund,Zurich Investments Concentrated Glbl Gr,,Zurich investments Con. Global Growth,Zurich Investments Concentrated Global Growth Fund,Zurich Investments Concentrated Glbl Gr
MGE9885AU,Magellan Global Opportunities Fund No. 2 - Class B Units,Magellan Global Opportunities No 2BUnits,,,Magellan High Conviction,
FHT0030AU,The Montgomery Fund,The Montgomery Fund,,,The Montgomery Fund,
MGE0001AU,Magellan Global Fund - Open Class Units (Managed Fund),Magellan Global Open Class,Magellan Global,Magellan Global Fund,Magellan Global,Magellan Global Open Class
MIA0001AU,MFS Global Equity Trust,MFS Global Equity Trust W,MFS Global Equity Trust,MFS Global Equity Trust (BNP),MFS Global Equity Trust,MFS Global Equity Trust
ACM0005AU,AB Concentrated Australian Equities Fund,AB Concentrated Australian Equities Fund,,,,
SUN0031AU,Yarra Global Share Fund,Yarra Global Share,,,,Nikko AM Global Share Fund
APN0008AU,Dexus AREIT Fund,Dexus AREIT,Dexus AREIT,APN AREIT Fund,APN AREIT,Dexus AREIT
LAZ1657AU,Lazard Global Listed Infrastructure Fund - S Class,Lazard Global Listed Infrastructure S,,,,
SSB0014AU,Brandywine Global Opportunistic Fixed Income Fund - Class A,Brandywine Glb Oppc Fxd Inc A,Brandywine Global Opportunistic Fixed Income Fund (AUD),Legg Mason Brandywine Global Opportunistic Fixed Income Trust (Class A),LM BrandyWine Global Op Fixed Income Fund,Legg Mason Brandywine Glb Oppc Fxd Inc A
ETL5510AU,Insync Global Quality Equity Fund,Insync Global Quality Equity,,,Insync Global Quality Equity,
SSB0043AU,ClearBridge Equity Income Fund - Class A,ClearBridge Equity Income A,,,Martin Currie Equity Income,Legg Mason Martin Currie Equity Income Fund - Class A
TGP0016AU,ClearBridge Global Infrastructure Income Fund (Hedged) Class A,ClearBridge Glbl Infras Inc H,,RARE Infrastructure Income Fund - Class A Units,RARE Infrastructure Income,ClearBridge RARE Infrastructure Income
ACM0009AU,AB Global Equities Fund,AB Global Equities,,,AllianceBernstein Global Equities,AB Global Equities
TYN0038AU,Yarra Australian Equity Income Fund,Yarra Australian Equity Income Fund,,Nikko AM-Tyndall Australian Share Income Fund,Tyndall Australian Share Income,
TYN0028AU,Yarra Australian Share Fund,Yarra Australian Share Fund,Nikko AM Australian Share W,Nikko AM Tyndall Wholesale Australian Share Portfolio (WS),Nikko AM Australian Share W,Nikko AM Australian Share W
MAQ0410AU,Walter Scott Global Equity Fund,Walter Scott Global Equity Fund,Walter Scott Global Equity,Walter Scott Global Equity Fund,Walter Scott Global Equity,Walter Scott Global Equity
MPL0008AU,Maple-Brown Abbott Global Listed Infrastructure Fund - Hedged,Maple-Brown Abbott Gbl Listed Infra Hd,,,Maple-Brown Abbott Global Listed Infrastructure Hedged,
MAQ0825AU,Nomura Global Listed Infrastructure Fund (Unhedged),Nomura Int Infrastructure Secs Unhdgd,,,Macquarie International Infrastructure Securities Unhedged,Macquarie Int Infrastructure Secs Unhdgd
PIM0028AU,DNR Capital Australian Equities High Conviction Fund,DNR Capital Aus Eq High Conviction R,DNR Capital Aus Eq High Conviction,,DNR Capital Aus Eq High Conviction,DNR Capital Aus Eq High Conviction R
WHT1464AU,Antipodes Global Opportunities Fund,Antipodes Global SMID Fund P,,,,
DFA0102AU,dimensional Global Value Trust - Active Etf,Dimensional Glbl Value Tr -Active ETF,Dimensional Global Value Trust,Dimensional Global Value Trust,Dimensional Global Value Trust,
TGP0034AU,ClearBridge Global Infrastructure Value Fund - Class A,ClearBridge Global Infras Val,RARE Infrastructure Value Unhedged,RARE Infrastructure Value Fund - Unhedged,RARE Infrastructure Value Unhedged,RARE Infrastructure Value Unhedged
